customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerLifetimeValue,AvgMonthlyCharges,ServiceCount,HasFamily,IsPaperlessBilling,IsAutomaticPayment,ContractDuration,ChargePerTenure,tenure_group,charge_ratio
1452-VOQCH,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,0,75.1,75.1,3,0,1,0,1,75.1,0-25%,1.0
4719-UMSIY,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,0,117.89999999999999,16.816666666666666,1,1,0,0,1,16.816666666666666,0-25%,0.8558100084817644
6614-VBEGU,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,0,1666.8000000000002,67.25208333333333,5,1,1,1,1,67.25208333333333,25-50%,0.9683525317974561
0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,1,404.6,96.475,6,1,0,0,1,96.475,0-25%,0.953781512605042
3811-VBYBZ,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,1,698.6,96.17857142857143,6,0,1,0,1,96.17857142857143,0-25%,0.963713140566848
1480-BKXGA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,0,8355.6,116.73472222222222,9,1,1,1,24,116.73472222222222,75-100%,1.0059002345732202
2996-XAUVF,Male,0,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,0,2803.5,39.996428571428574,3,0,1,0,24,39.996428571428574,75-100%,0.9986623863028358
9076-AXYIK,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,0,6534.4,102.16328125,7,1,0,0,24,102.16328125,75-100%,1.0006197967678747
5968-XQIVE,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,0,6458.400000000001,91.51319444444444,5,1,1,0,12,91.51319444444444,75-100%,1.0202139848878977
8896-RAZCR,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,868.1,0,875.5999999999999,19.729545454545455,1,1,0,0,24,19.729545454545455,50-75%,0.991434444952033
4640-UHDOS,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,1,727.35,56.48846153846154,3,1,0,0,1,56.48846153846154,25-50%,1.0096239774523956
4933-IKULF,Female,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,0,351.04999999999995,19.447058823529414,1,0,0,0,12,19.447058823529414,25-50%,0.9417461900014245
3583-EKAPL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,1,55.0,55.0,3,0,1,0,1,55.0,0-25%,1.0
1304-BCCFO,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,0,630.4499999999999,62.71111111111111,5,1,1,0,1,62.71111111111111,0-25%,0.8952335633277818
4104-PVRPS,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,0,1286.4,54.80625,4,1,0,0,1,54.80625,25-50%,1.0225046641791042
9399-APLBT,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,74.7,74.7,3,1,1,0,1,74.7,0-25%,1.0
2359-KMGLI,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,1,1926.0,77.5625,4,0,1,0,1,77.5625,25-50%,0.9665109034267912
3780-DDGSE,Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,0,2661.75,78.49142857142857,6,1,1,0,1,78.49142857142857,50-75%,1.0321029397952475
4431-EDMIQ,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,0,529.9,79.14999999999999,7,1,1,0,1,79.14999999999999,0-25%,1.04557463672391
0306-JAELE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,1,480.5,90.67999999999999,5,0,1,0,1,90.67999999999999,0-25%,0.9436004162330904
6227-HWPWX,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,1,1035.0,66.32,2,1,0,1,1,66.32,25-50%,0.961159420289855
0486-LGCCH,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,225.75,0,216.14999999999998,20.522727272727273,1,1,0,0,24,20.522727272727273,25-50%,1.0444136016655101
0447-BEMNG,Female,0,Yes,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,1,2174.3999999999996,44.6875,4,1,1,1,1,44.6875,50-75%,0.9864790286975719
4612-SSVHJ,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,1671.6,0,1629.0,83.58,3,0,1,0,1,83.58,25-50%,1.0261510128913442
5168-MQQCA,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,0,7812.0,111.16388888888889,8,1,1,1,12,111.16388888888889,75-100%,1.0245519713261648
5949-XIKAE,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,1,668.4,85.00625,4,1,1,0,1,85.00625,0-25%,1.0174296828246558
7971-HLVXI,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,0,6084.0,85.15069444444445,4,1,1,1,24,85.15069444444445,75-100%,1.007700525969757
9094-AZPHK,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415.0,0,1502.25,94.33333333333333,6,0,1,0,1,94.33333333333333,25-50%,0.9419204526543518
3649-JPUGY,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,0,6379.2,86.13819444444444,8,0,1,1,24,86.13819444444444,75-100%,0.9722143842488086
4472-LVYGI,Female,0,Yes,Yes,0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.55,2283.3004408418656,0,0.0,52.55,5,1,1,1,24,52.55,0-25%,0.0
8372-JUXUI,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,1,74.35,74.35,3,1,1,0,1,74.35,0-25%,1.0
3552-CTCYF,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,0,6602.4,104.71825396825396,7,1,1,1,24,104.71825396825396,75-100%,0.9992199806131105
6778-YSNIH,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,0,118.0,57.075,4,0,1,0,1,57.075,0-25%,0.9673728813559322
0388-EOPEX,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,1,148.8,69.7,3,1,1,0,1,69.7,0-25%,0.9368279569892473
5756-OZRIO,Male,1,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,0,3907.0499999999997,63.97704918032787,5,1,0,1,12,63.97704918032787,75-100%,0.9988610332603883
6579-JPICP,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,0,20.4,20.4,1,0,0,0,1,20.4,0-25%,1.0
8205-OTCHB,Male,0,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,1,962.5,41.07272727272727,4,0,1,1,12,41.07272727272727,25-50%,0.9388051948051949
4134-BSXLX,Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,1785.65,0,1705.2,63.77321428571429,5,1,0,0,1,63.77321428571429,25-50%,1.047179216514192
0505-SPOOW,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,0,1386.0,19.966428571428573,1,1,0,1,24,19.966428571428573,75-100%,1.0084054834054834
6235-VDHOM,Female,1,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,1,142.25,26.21,2,0,0,0,1,26.21,0-25%,0.9212653778558876
7783-YKGDV,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,1,1196.4,103.20416666666667,7,0,1,1,1,103.20416666666667,25-50%,1.0351471079906385
4374-YMUSQ,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.05,0,3952.5,114.6779411764706,9,0,0,1,12,114.6779411764706,50-75%,0.9864769133459836
4513-CXYIX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,5676.0,0,5729.7,79.94366197183099,4,1,1,1,24,79.94366197183099,75-100%,0.990627781559244
3957-HHLMR,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,0,4564.0,64.90214285714285,5,1,0,1,12,64.90214285714285,75-100%,0.9954316389132339
7803-XOCCZ,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,0,4370.599999999999,83.20769230769231,5,1,1,1,1,83.20769230769231,50-75%,0.9899784926554708
5736-YEJAX,Male,0,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,0,5482.05,79.74710144927536,8,1,1,1,24,79.74710144927536,75-100%,1.0037394770204577
5609-CEBID,Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,1,1882.0,89.12,6,0,1,0,1,89.12,25-50%,0.9470775770456961
8981-FJGLA,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.8,0,858.0,77.43636363636364,4,1,1,0,1,77.43636363636364,25-50%,0.9927738927738927
7218-HKQFK,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,1,188.4,83.75,5,1,1,0,1,83.75,0-25%,0.8890658174097664
4636-QRJKY,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,1,483.0,83.80833333333334,4,1,1,0,1,83.80833333333334,0-25%,1.0410973084886128
1135-LMECX,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,0,19.85,19.85,1,0,0,0,1,19.85,0-25%,1.0
4332-MUOEZ,Male,1,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3,1818.3,0,1886.0,90.91499999999999,6,1,0,1,12,90.91499999999999,25-50%,0.9641039236479321
8535-SFUTN,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,6300.15,0,6493.45,103.2811475409836,7,0,1,0,1,103.2811475409836,75-100%,0.9702315410144068
5956-VKDTT,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,1,371.75,66.96000000000001,3,1,1,0,1,66.96000000000001,0-25%,0.9006052454606591
8677-HDZEE,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,0,5905.2,105.65982142857142,7,0,1,1,1,105.65982142857142,75-100%,1.0019897717266137
2475-MROZF,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,0,2850.0,95.08,7,0,1,1,1,95.08,50-75%,1.000842105263158
9412-GHEEC,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,1,4192.0,103.29875,7,0,0,1,1,103.29875,50-75%,0.9856750954198473
3482-ABPKK,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.3,1546.3,0,1520.3999999999999,55.225,4,0,0,0,12,55.225,25-50%,1.017034990791897
6705-LXORM,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,302.6,0,350.25,60.52,2,1,0,0,1,60.52,0-25%,0.86395431834404
0257-ZESQC,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,1,2030.4,71.4574074074074,3,1,1,1,1,71.4574074074074,25-50%,0.9502314814814814
7531-GQHME,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,0,240.60000000000002,22.120833333333334,1,0,0,1,1,22.120833333333334,25-50%,1.1032834580216124
5174-ITUMV,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,0,7061.8,104.32014925373134,7,1,1,0,12,104.32014925373134,75-100%,0.9897547367526692
4109-CYRBD,Male,1,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442.0,0,1496.4,49.724137931034484,3,1,1,0,1,49.724137931034484,25-50%,0.9636460839347767
0913-XWSCN,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,0,4702.5,85.69818181818181,4,1,0,1,1,85.69818181818181,50-75%,1.0023179160021265
6825-UYPFK,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,1,1738.8,76.4608695652174,3,0,0,1,1,76.4608695652174,25-50%,1.0113871635610765
8397-MVTAZ,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,1,3401.7,102.3529411764706,6,1,1,0,1,102.3529411764706,50-75%,1.0230179028132993
0750-EBAIU,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,0,4745.0,91.12115384615385,5,0,0,0,12,91.12115384615385,50-75%,0.9985879873551107
8606-CIQUL,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.15,0,8334.0,116.6548611111111,9,1,1,1,24,116.6548611111111,75-100%,1.0078173746100312
3571-DPYUH,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,0,5492.6,93.62672413793103,6,1,1,1,12,93.62672413793103,75-100%,0.9886665695663256
7601-GNDYK,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,686.95,0,686.0,19.627142857142857,1,1,0,0,24,19.627142857142857,50-75%,1.001384839650146
0356-OBMAC,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,0,5594.400000000001,101.89821428571429,7,0,1,1,24,101.89821428571429,75-100%,1.020002145002145
8067-NIOYM,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,490.65,0,506.40000000000003,20.443749999999998,1,1,1,1,24,20.443749999999998,25-50%,0.9688981042654027
1403-GYAFU,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1360.25,0,1403.5,19.432142857142857,1,1,0,1,24,19.432142857142857,75-100%,0.96918418240114
4234-XTNEA,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,0,159.9,87.225,3,0,1,0,1,87.225,0-25%,1.0909943714821762
1297-VQDRP,Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,0,7286.200000000001,108.5264705882353,7,1,1,1,12,108.5264705882353,75-100%,1.0128462024100353
9282-IZGQK,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,1,85.0,85.0,4,0,1,0,1,85.0,0-25%,1.0
5348-CAGXB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,0,1074.6,85.14583333333333,5,0,1,0,1,85.14583333333333,25-50%,0.950818909361623
0621-HJWXJ,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,0,5137.65,79.82619047619048,4,1,1,1,1,79.82619047619048,75-100%,0.9788619310385099
5844-QVTAT,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,0,1928.8500000000001,59.25454545454546,5,1,1,0,12,59.25454545454546,50-75%,1.0137646784353371
8905-IAZPF,Female,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,0,6599.85,97.74202898550725,5,1,1,1,12,97.74202898550725,75-100%,1.021871709205512
5394-MEITZ,Female,0,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,0,4836.0,82.445,7,1,1,1,24,82.445,75-100%,1.0228908188585608
6859-QNXIQ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5,0,8143.2,114.5625,9,1,1,1,24,114.5625,75-100%,1.0129310344827587
2782-LFZVW,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,0,648.45,54.690909090909095,4,0,1,0,1,54.690909090909095,25-50%,0.9277507903462102
2866-IKBTM,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,0,19.55,19.55,1,0,0,0,1,19.55,0-25%,1.0
1342-JPNKI,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,1,860.5,83.41,4,0,1,1,1,83.41,25-50%,0.969320162696107
2817-NTQDO,Male,0,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597.0,1,592.15,45.92307692307692,4,0,1,1,1,45.92307692307692,25-50%,1.008190492273917
7129-AZJDE,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,0,2684.3,77.85882352941177,3,1,1,1,12,77.85882352941177,50-75%,0.9861788920761464
6986-IJDHX,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,1,3365.7,83.74358974358974,4,1,1,0,1,83.74358974358974,50-75%,0.9703776331818047
2560-PPCHE,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,0,6828.25,103.75769230769231,7,0,1,1,12,103.75769230769231,75-100%,0.9876981657086369
4676-MQUEA,Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,0,5095.0,105.31,7,1,1,1,12,105.31,50-75%,1.0334641805691855
8138-EALND,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,311.6,0,296.25,20.773333333333333,1,0,0,0,1,20.773333333333333,25-50%,1.0518143459915612
3580-HYCSP,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,7966.9,0,7941.599999999999,110.65138888888889,8,1,1,1,24,110.65138888888889,75-100%,1.0031857560189383
1352-HNSAW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,0,8323.199999999999,114.17222222222222,9,1,1,1,24,114.17222222222222,75-100%,0.987648981161092
2075-PUEPR,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,0,1064.25,20.96818181818182,1,1,0,1,24,20.96818181818182,50-75%,1.0836269673478975
1982-FEBTD,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.6,514.75,0,588.8000000000001,22.380434782608695,2,1,1,1,24,22.380434782608695,25-50%,0.8742357336956521
5301-GAUUY,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,1,2571.2,81.1296875,4,0,1,1,1,81.1296875,50-75%,1.0097036403235844
5791-KAJFD,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,0,3850.0,68.0,6,1,1,1,12,68.0,75-100%,0.9890909090909091
2654-VBVPB,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,19.9,0,19.9,19.9,1,0,0,1,1,19.9,0-25%,1.0
1154-HYWWO,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,0,2682.7999999999997,71.26842105263158,6,0,0,0,12,71.26842105263158,50-75%,1.009467720292232
2501-XWWTZ,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,0,772.2,69.09545454545454,2,0,0,0,1,69.09545454545454,25-50%,0.9842657342657342
3716-UVSPD,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,0,49.3,49.3,3,0,1,0,1,49.3,0-25%,1.0
6815-ABQFQ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,0,6006.0,107.7375,7,1,1,0,12,107.7375,75-100%,1.0045454545454546
7343-EOBEU,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.6,89.05,0,70.80000000000001,29.683333333333334,2,1,1,0,1,29.683333333333334,0-25%,1.2577683615819206
3701-SFMUH,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,0,487.90000000000003,73.73571428571428,5,1,0,1,1,73.73571428571428,0-25%,1.0579012092641933
6103-LIANB,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,0,5870.5,99.35169491525424,6,1,1,1,24,99.35169491525424,75-100%,0.998509496635721
7319-VENRZ,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,0,450.09999999999997,63.707142857142856,5,0,0,1,1,63.707142857142856,0-25%,0.9907798267051767
5846-NEQVZ,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,0,5030.349999999999,70.04788732394366,6,1,1,1,24,70.04788732394366,75-100%,0.9886787201685767
6967-QIQRV,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,0,1528.5,111.15,6,1,0,0,12,111.15,25-50%,1.090775269872424
5781-RFZRP,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,0,5218.5,75.46126760563381,7,1,0,1,24,75.46126760563381,75-100%,1.0266839130018204
0939-YAPAF,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,3508.75,100.78857142857143,6,0,1,0,1,100.78857142857143,50-75%,1.0053722835767722
0308-IVGOK,Female,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,0,444.4,38.41818181818182,4,0,1,1,12,38.41818181818182,25-50%,0.9509450945094511
